надотряд\b	отряд\b	подотряд\b	гипотряд\b	инфраотряд\b	парвотряд\b	надсем\b\.	сем\b\.	подсем\b\.	род	period	debug
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anaptomorphus westi	[56.0, 33.9]	debug6628
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anaptomorphus wortmani	[56.0, 33.9]	debug6633
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Chlororhysis Gazin,	[56.0, 33.9]	debug6639
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Chlororhysis incomptus	[56.0, 33.9]	debug6645
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Chlororhysis knightensis	[56.0, 33.9]	debug6648
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6651
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina Simpson,	[56.0, 33.9]	debug6654
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina asiatica	[66.0, 56.0]	debug6661
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina americana	[56.0, 33.9]	debug6666
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina belgica	[56.0, 33.9]	debug6674
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina brandti	[56.0, 33.9]	debug6680
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina crassidens	[56.0, 33.9]	debug6688
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina demissa	[]	debug6695
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina gingerichi	[56.0, 33.9]	debug6698
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina magnoliana	[56.0, 33.9]	debug6703
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Teilhardina tenuiculus	[66.0, 56.0]	debug6708
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	???Teilhardina chardini	[56.0, 33.9]	debug6716
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius Matthew,	[56.0, 33.9]	debug6720
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius abbotti	[56.0, 33.9]	debug6725
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius australis	[56.0, 33.9]	debug6730
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius gazini	[56.0, 33.9]	debug6733
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius metoecus	[56.0, 33.9]	debug6738
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius nocerai	[56.0, 33.9]	debug6743
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius noctivagus	[56.0, 33.9]	debug6748
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Absarokius witteri	[56.0, 33.9]	debug6753
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6758
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis Gazin,	[56.0, 33.9]	debug6761
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis natronensis	[56.0, 33.9]	debug6767
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis musculus	[56.0, 33.9]	debug6770
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis pattersoni	[56.0, 33.9]	debug6775
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis pearcei	[56.0, 33.9]	debug6780
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis savagei	[56.0, 33.9]	debug6788
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis sublettensis	[56.0, 33.9]	debug6793
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anemorhysis wortmani	[56.0, 33.9]	debug6796
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6803
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Aycrossia lovei	[56.0, 33.9]	debug6806
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6816
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Mckennamorphus despairensis	[56.0, 33.9]	debug6819
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6824
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Pseudotetonius ambiguus	[56.0, 33.9]	debug6827
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6836
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tatmanius szalayi	[56.0, 33.9]	debug6839
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6842
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonius Matthew,	[66.0, 56.0]	debug6845
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonius homunculus	[56.0, 33.9]	debug6851
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonius matthewi	[56.0, 33.9]	debug6860
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonius mckennai	[]	debug6865
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Gazinius Bown,	[56.0, 33.9]	debug6869
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Gazinius amplus	[56.0, 33.9]	debug6872
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Gazinius bowni	[56.0, 33.9]	debug6878
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6881
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Strigorhysis Bown,	[56.0, 33.9]	debug6884
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Strigorhysis bridgerensis	[56.0, 33.9]	debug6887
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Strigorhysis huerfanensis	[56.0, 33.9]	debug6899
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Strigorhysis rugosus	[56.0, 33.9]	debug6902
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	=Strigorhysis bridgerensis	[56.0, 33.9]	debug6909
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Arapahovius Savage	[56.0, 33.9]	debug6914
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Arapahovius advena	[56.0, 33.9]	debug6920
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Arapahovius gazini	[56.0, 33.9]	debug6923
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6928
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Sphacorhysis burntforkensis	[56.0, 33.9]	debug6931
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6934
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Trogolemur Matthew,	[56.0, 33.9]	debug6937
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Trogolemur amplior	[56.0, 33.9]	debug6944
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Trogolemur fragilis	[56.0, 33.9]	debug6947
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Trogolemur myodes	[56.0, 33.9]	debug6950
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6953
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonoides Gazin,	[]	debug6956
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Tetonoides coverti	[56.0, 33.9]	debug6961
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Dyseolemur pacificus	[56.0, 33.9]	debug6966
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6972
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Loveina Simpson,	[56.0, 33.9]	debug6975
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Loveina minuta	[56.0, 33.9]	debug6982
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Loveina wapitiensis	[56.0, 33.9]	debug6987
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Loveina zephyri	[56.0, 33.9]	debug6990
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug6997
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Shoshonius Granger,	[56.0, 33.9]	debug7000
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Shoshonius bowni	[56.0, 33.9]	debug7006
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Shoshonius cooperi	[56.0, 33.9]	debug7009
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	*	[]	debug7014
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Washakius Leidy,	[56.0, 33.9]	debug7017
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Washakius insignis	[56.0, 33.9]	debug7027
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Washakius izetti	[56.0, 33.9]	debug7032
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Washakius laurae	[56.0, 33.9]	debug7037
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Washakius woodringi	[56.0, 33.9]	debug7040
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Uintalacus nettingi	[56.0, 33.9]	debug7044
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Gen. et	None	debug7047
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Decoredontinae	Decoredon Xu,	[66.0, 56.0]	debug7055
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Decoredontinae	Decoredon anhuiensis	[66.0, 56.0]	debug7060
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Chumashius balchi	[56.0, 33.9]	debug7081
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7088
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Diablomomys dalquesti	[56.0, 33.9]	debug7091
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7094
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Omomys Leidy,	[56.0, 33.9]	debug7097
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	(=Euryacodon Marsh,	[56.0, 33.9]	debug7103
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Omomys carteri	[56.0, 33.9]	debug7109
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Omomys lloydi	[56.0, 33.9]	debug7114
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Omomys sheai	[56.0, 33.9]	debug7117
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Steinius Bown	[]	debug7123
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Steinius annectens	[56.0, 33.9]	debug7126
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Steinius vespertinus	[56.0, 33.9]	debug7132
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Hemiacodon Marsh,	None	debug7144
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Hemiacodon casamissus	[56.0, 33.9]	debug7149
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Hemiacodon gracilis	[56.0, 33.9]	debug7152
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Hemiacodon engardae	[56.0, 33.9]	debug7157
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7160
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius Clark,	[56.0, 33.9]	debug7163
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius jepseni	[56.0, 33.9]	debug7169
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius macrorhysis	[56.0, 33.9]	debug7172
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius montanus	[56.0, 33.9]	debug7177
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius roederi	[56.0, 33.9]	debug7182
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Macrotarsius siegerti	[56.0, 33.9]	debug7185
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7190
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Yaquius travisi	[56.0, 33.9]	debug7193
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Ageitodendron matthewi	[56.0, 33.9]	debug7200
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7206
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Asiomomys changbaicus	[56.0, 33.9]	debug7209
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7215
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Chipetaia lamporea	[56.0, 33.9]	debug7218
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7224
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Ourayia Gazin,	[56.0, 33.9]	debug7227
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Ourayia hopsoni	[56.0, 33.9]	debug7235
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Ourayia uintensis	[56.0, 33.9]	debug7240
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7248
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Stockia powayensis	[56.0, 33.9]	debug7251
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7257
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Utahia Gazin,	[56.0, 33.9]	debug7260
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Utahia carinai	[56.0, 33.9]	debug7266
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Utahia kayi	[56.0, 33.9]	debug7269
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7275
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Wyomomys bridgeri	[56.0, 33.9]	debug7278
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Rooneyia viejaensis	[56.0, 33.9]	debug7286
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Jemezius szalayi	[56.0, 33.9]	debug7296
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	*	[]	debug7299
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Uintanius Matthew,	[56.0, 33.9]	debug7302
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Uintanius ameghini	[56.0, 33.9]	debug7309
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Omomyinae	Uintanius rutherfordi	[56.0, 33.9]	debug7315
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Tarkadectinae	Tarkadectes montanensis	[56.0, 33.9]	debug7324
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Tarkadectinae	*	[]	debug7329
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Tarkadectinae	Tarka stylifera	[56.0, 33.9]	debug7332
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Tarkadectinae	*	[]	debug7337
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Tarkadectinae	Tarkops mckennai	[56.0, 33.9]	debug7340
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Baataromomys Ni,	[]	debug7353
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Baataromomys ulaanus	[56.0, 33.9]	debug7356
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	*	[]	debug7362
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Kohatius coppensi	[56.0, 33.9]	debug7365
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Kohatius cf.	[56.0, 33.9]	debug7371
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	*	[]	debug7374
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Vastanomys gracilis	[56.0, 33.9]	debug7377
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	incertae	Vastanomys major	[56.0, 33.9]	debug7386
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius Storr,	[23.03, 5.333]	debug7410
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		группа "Tarsius	[]	debug7418
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius bancanus	None	debug7421
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius bancanus	None	debug7427
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius bancanus	None	debug7432
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius bancanus	None	debug7440
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius bancanus	None	debug7448
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		-	[]	debug7456
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius syrichta	None	debug7459
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius syrichta	None	debug7470
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius syrichta	None	debug7476
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius syrichta	None	debug7483
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius syrichta	None	debug7489
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		группа "T.	[]	debug7495
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius dentatus	None	debug7498
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius lariang	None	debug7506
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	TARSIIFORMES			Tarsiidae		Tarsius pelengensis	None	debug7511
