надотряд\b	отряд\b	подотряд\b	гипотряд\b	инфраотряд\b	парвотряд\b	надсем\b\.	сем\b\.	подсем\b\.	род	period	debug
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus albifrons	None	debug9648
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus albifrons	None	debug9653
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus albifrons	None	debug9662
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	-	[]	debug9669
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9672
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9685
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9693
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9696
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9702
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus capucinus	None	debug9708
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	-	[]	debug9713
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus kaapori	None	debug9716
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	-	[]	debug9723
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9726
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	[]	debug9734
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9739
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9742
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9748
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9751
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus olivaceus	None	debug9757
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	***	[]	debug9760
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Cebus macrognathus	[23.03, 5.333]	debug9763
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	***	[]	debug9766
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Acrecebus fraileyi	[23.03, 5.333]	debug9769
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	*	[]	debug9777
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Chilecebus carrascoensis	[23.03, 5.333]	debug9780
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	*	[]	debug9788
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Dolichocebus gaimanensis	[33.9, 23.03]	debug9791
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	*	[]	debug9802
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Laventiana annectens	[23.03, 5.333]	debug9805
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	*	[]	debug9811
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Cebinae	Panamacebus transitus	[23.03, 5.333]	debug9814
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao Reichenbach,	None	debug9826
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao ayresi	None	debug9838
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug9844
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao calvus	None	debug9847
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao calvus	None	debug9854
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao calvus	None	debug9859
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao calvus	None	debug9864
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao calvus	None	debug9870
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	–	[]	debug9875
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao hosomi	None	debug9878
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug9883
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao melanocephalus	None	debug9886
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao melanocephalus	None	debug9893
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cacajao melanocephalus	None	debug9898
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug9903
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes (Lesson,	None	debug9906
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes albinasus	None	debug9914
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes albinasus	None	debug9922
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	–	[]	debug9929
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes chiropotes	None	debug9932
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes israelita	None	debug9940
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug9947
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes satanas	None	debug9950
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes satanas	None	debug9962
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug9968
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Chiropotes utahickae	None	debug9971
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	–	[]	debug9979
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia Desmarest,	None	debug9982
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia aequatorialis	None	debug9990
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia albicans	None	debug9996
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10002
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia irrorata	None	debug10005
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia irrorata	None	debug10012
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia irrorata	None	debug10015
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10021
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia monachus	None	debug10024
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia monachus	None	debug10034
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia monachus	None	debug10041
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia monachus	None	debug10046
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia monachus	None	debug10051
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10057
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia pithecia	None	debug10060
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia pithecia	None	debug10067
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia pithecia	None	debug10072
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Pithecia pithecia	None	debug10080
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	***	[]	debug10083
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Canaanimico amazonensis	[33.9, 23.03]	debug10086
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10091
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Carlocebus Fleagle,	[23.03, 5.333]	debug10094
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Carlocebus carmenensis	[23.03, 5.333]	debug10103
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Carlocebus intermedius	[23.03, 5.333]	debug10106
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10109
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Cebupithecia sarmientoi	[23.03, 5.333]	debug10112
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10120
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Homunculus patagonicus	[33.9, 23.03]	debug10123
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10151
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Mazzonicebus almendrae	[23.03, 5.333]	debug10154
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10159
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Mohanamico hershkovitzi	[23.03, 5.333]	debug10162
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10169
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Nuciruptor rubricae	[23.03, 5.333]	debug10172
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10182
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Propithecia neuquenensis	[23.03, 5.333]	debug10185
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10193
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Soriacebus Fleagle	[23.03, 5.333]	debug10196
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Soriacebus adrianae	[23.03, 5.333]	debug10204
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Soriacebus ameghinorum	[23.03, 5.333]	debug10211
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri (Voigt	None	debug10221
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	"группа Saimiri	[]	debug10231
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri oerstedii	None	debug10234
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri oerstedii	None	debug10243
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri oerstedii	None	debug10248
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10253
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10256
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10269
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10272
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10277
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10282
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri sciureus	None	debug10287
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10292
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri ustus	None	debug10295
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri ustus	None	debug10301
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	"группа Saimiri	[]	debug10308
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri boliviensis	None	debug10311
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri boliviensis	None	debug10318
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri boliviensis	[]	debug10323
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri boliviensis	None	debug10328
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri boliviensis	[]	debug10333
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	-	[]	debug10338
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Saimiri vanzolinii	None	debug10341
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	***	[]	debug10350
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Killikaike blakei	[23.03, 5.333]	debug10353
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	*	[]	debug10364
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Pitheciinae	Neosaimiri fieldsi	[23.03, 5.333]	debug10367
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Cebidae	Xenothrichinae	Xenothrix mcgregori	[1.806, 0.0117]	debug10385
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Erxleben,	None	debug10417
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10425
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10430
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10440
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10443
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	–	[]	debug10448
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10451
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10461
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	–	[]	debug10471
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10474
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10487
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	[]	debug10493
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	-	[]	debug10496
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10499
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10509
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	-	[]	debug10516
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10519
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10531
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callithrix	None	debug10534
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callibella	[]	debug10537
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Callibella	None	debug10543
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10555
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10561
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	-	[]	debug10570
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10573
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10585
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10590
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10601
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	–	[]	debug10612
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10615
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10628
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10631
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	–	[]	debug10636
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10639
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10649
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10658
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	PLATYRRHINI		Ceboidea	Callithrichidae	Callithrichinae	Callithrix Mico	None	debug10665
