"надотряд\b"	"отряд\b"	"подотряд\b"	"гипотряд\b"	"инфраотряд\b"	"парвотряд\b"	"надсем\b\."	"сем\b\."	"подсем\b\."	"род"	"period_start"	"period_end"	"debug"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus antiquus"	""	""	"debug11695"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"-"	""	""	"debug11701"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus bii"	"23.03"	"5.333"	"debug11704"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"-"	""	""	"debug11707"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus canmatensis"	"23.03"	"5.333"	"debug11710"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus platyodon"	"23.03"	"5.333"	"debug11717"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus vindobonensis"	"23.03"	"5.333"	"debug11720"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus zhanxiangi"	"23.03"	"5.333"	"debug11730"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"?Pliopithecus piveteaui"	"23.03"	"5.333"	"debug11735"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus sp."	"23.03"	"5.333"	"debug11745"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecus sp."	"23.03"	"5.333"	"debug11752"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"-"	""	""	"debug11758"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"Pliopithecinae"	"Pliopithecidae gen."	"23.03"	"5.333"	"debug11761"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"incertae"	"Paidopithex rhenanus"	"23.03"	"5.333"	"debug11767"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Pliopithecidae"	"incertae"	"?=Semnopithecus eppelsheimensis"	"23.03"	"5.333"	"debug11782"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Dionysopithecus Li,"	"23.03"	"5.333"	"debug11799"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Dionysopithecus orientalis"	"23.03"	"5.333"	"debug11807"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Dionysopithecus shuangouensis"	"23.03"	"5.333"	"debug11815"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"*"	""	""	"debug11826"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Platodontopithecus jianghuaiensis"	"23.03"	"5.333"	"debug11829"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"""Kansupithecus"" Bohlin,"	"23.03"	"5.333"	"debug11841"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Krishnapithecus krishnaii"	"23.03"	"5.333"	"debug11844"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"Dionysopithecidae"	"Dionysopithecinae"	"Pliopithecus posthumus"	"5.333"	"1.806"	"debug11853"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"Pliopithecoidea"	"incertae"	""	"Lomorupithecus harrisoni"	"23.03"	"5.333"	"debug11861"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EOCATARRHINI"	"incertae"	"incertae"	""	"Gen. et"	""	""	"debug11867"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Saadanioidea"	"Saadaniidae"	""	"Saadanius hijazensis"	"33.9"	"23.03"	"debug11880"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Noropithecus Miller,"	""	""	"debug11897"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Noropithecus bulukensis"	"23.03"	"5.333"	"debug11900"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Noropithecus fleaglei"	"23.03"	"5.333"	"debug11903"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Noropithecus kipsaramanensis"	"23.03"	"5.333"	"debug11906"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"*"	""	""	"debug11911"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Nsungwepithecus gunnelli"	"33.9"	"23.03"	"debug11914"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"*"	""	""	"debug11917"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Prohylobates Fourtau,"	"23.03"	"5.333"	"debug11920"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Prohylobates tandyi"	"23.03"	"5.333"	"debug11926"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"*"	""	""	"debug11929"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Victoriapithecus Koenigswald,"	"23.03"	"5.333"	"debug11932"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Victoriapithecus macinnesi"	"23.03"	"5.333"	"debug11935"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Victoriapithecus sp."	""	""	"debug11944"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"???""Victoriapithecus"" leakeyi"	"23.03"	"5.333"	"debug11949"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"*"	""	""	"debug11954"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Zaltanpithecus simonsi"	"23.03"	"5.333"	"debug11957"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"*"	""	""	"debug11962"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Victoriapithecidae"	""	"Gen. indet."	"23.03"	"5.333"	"debug11965"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Allenopithecus Lang,"	""	""	"debug11985"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Allenopithecus nigroviridis"	""	""	"debug11991"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"*"	""	""	"debug11998"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus Brunnich,"	"5.333"	"1.806"	"debug12001"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12015"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12018"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12024"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12027"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12032"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12037"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12042"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus ascanius"	""	""	"debug12049"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"-"	""	""	"debug12054"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus cephus"	""	""	"debug12057"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus cephus"	""	""	"debug12063"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus cephus"	""	""	"debug12066"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus cephus"	""	""	"debug12069"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"–"	""	""	"debug12074"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrogaster"	""	""	"debug12077"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrogaster"	""	""	"debug12082"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrogaster"	""	""	"debug12087"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"-"	""	""	"debug12092"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrotis"	""	""	"debug12095"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrotis"	""	""	"debug12102"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus erythrotis"	""	""	"debug12107"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"–"	""	""	"debug12112"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus petaurista"	""	""	"debug12115"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus petaurista"	""	""	"debug12121"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus petaurista"	""	""	"debug12127"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus petaurista"	""	""	"debug12132"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"-"	""	""	"debug12135"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus sclateri"	""	""	"debug12138"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12147"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus diana"	""	""	"debug12150"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus diana"	""	""	"debug12157"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus diana"	""	""	"debug12160"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12167"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus dryas"	""	""	"debug12170"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus dryas"	""	""	"debug12177"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12184"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus hamlyni"	""	""	"debug12190"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus hamlyni"	""	""	"debug12196"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus hamlyni"	""	""	"debug12201"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus lomamiensis"	""	""	"debug12206"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12213"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus lhoesti"	""	""	"debug12216"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus lhoesti"	""	""	"debug12226"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus lhoesti"	""	""	"debug12229"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"–"	""	""	"debug12235"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus preussi"	""	""	"debug12238"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus preussi"	""	""	"debug12246"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus preussi"	""	""	"debug12253"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"-"	""	""	"debug12260"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus solatus"	""	""	"debug12263"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Группа ""Cercopithecus"	""	""	"debug12270"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12275"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12282"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12290"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12296"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12302"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12309"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12314"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12321"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12326"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12331"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Cercopithecinae"	"Cercopithecus mitis"	""	""	"debug12338"
